                 mean          std        2.5q        25q        50q        75q      97.5q       mc err
t_subj.782   0.122455  0.000491017    0.121445   0.122133   0.122484   0.122795   0.123341  1.03812e-05
t_subj.783   0.129259   0.00040368    0.128429   0.128995   0.129283   0.129541   0.130002  8.72183e-06
t_subj.784  0.0965173  0.000715202   0.0949703  0.0960792  0.0965618  0.0970119   0.097784  1.70527e-05
z            0.429595   0.00824327    0.413437   0.424233   0.429583   0.435168   0.445521  0.000174508
z_std        0.158585    0.0187853    0.124722   0.145752   0.156845   0.170945   0.199806  0.000452433
z_subj.761   0.375189   0.00783553    0.359773   0.369831   0.375304   0.380599   0.389909  0.000261653
z_subj.762   0.419226   0.00771132     0.40448   0.413852   0.419315   0.424498   0.434469  0.000245038
z_subj.763   0.469796   0.00747835    0.455423   0.464663     0.4698   0.474896   0.484781  0.000215247
z_subj.764   0.459973   0.00743502    0.445832   0.454997   0.459947    0.46487   0.474787   0.00021088
z_subj.765   0.379783   0.00777818    0.364508   0.374601   0.380014    0.38532   0.394928   0.00025904
z_subj.766   0.383216   0.00782843    0.367228   0.378068   0.383172   0.388543   0.398326  0.000271662
z_subj.767   0.412042   0.00785465    0.396967   0.406621   0.412035    0.41738   0.426708  0.000260006
z_subj.768   0.500579   0.00756486    0.486169   0.495268   0.500508   0.505792   0.515789  0.000213387
z_subj.769   0.412727   0.00798695    0.397138   0.407446   0.412741   0.417911    0.42866  0.000260511
z_subj.770   0.405815   0.00810799    0.389975   0.400532   0.405764   0.411044   0.422054  0.000229426
z_subj.771   0.500664   0.00829402    0.484116   0.495194    0.50065   0.506064   0.517546   0.00025728
z_subj.772   0.505942   0.00763154    0.491424   0.500776    0.50603   0.511066   0.520824  0.000252178
z_subj.773   0.358174   0.00769795    0.343649   0.352745   0.358262   0.363272    0.37348  0.000270467
z_subj.774   0.420635   0.00806012    0.405451   0.415258   0.420466    0.42625   0.436322  0.000283699
z_subj.775   0.497909    0.0074129    0.483475   0.492722    0.49789   0.503175   0.512107  0.000209644
z_subj.776   0.411288   0.00795546    0.395197   0.405975   0.411219   0.416473   0.427613  0.000230741
z_subj.777    0.37591   0.00801511    0.360537   0.370646   0.375891   0.381234   0.391799  0.000271009
z_subj.778   0.449674   0.00794959    0.434458   0.444168   0.449607   0.454765   0.465595  0.000229608
z_subj.779   0.422871   0.00807989    0.406822   0.417306   0.422808   0.428249   0.438396  0.000297113
z_subj.780    0.42895   0.00762921    0.413764   0.423817   0.428857   0.434155   0.443546  0.000237042
z_subj.781    0.41029   0.00810817    0.393997    0.40483    0.41041   0.415846   0.425729  0.000254554
z_subj.782   0.437849    0.0078125    0.422019   0.432733   0.437849   0.443129   0.452977  0.000268496
z_subj.783   0.395764   0.00771936    0.380328   0.390598     0.3958      0.401   0.410975  0.000214062
z_subj.784    0.48129   0.00801859    0.465953   0.475743   0.481207   0.486553   0.497408  0.000256394
DIC: -18183.889954
deviance: -18277.820270
pD: 93.930316
