r_t1, r_t2, c_prob, c_prob_epoch, cp, obs_cp
0.000000,2.601582,1.000000,0.000000,0.000000,0.000000
0.000000,3.981982,1.000000,0.000000,0.000000,0.000000
0.000000,2.832356,1.000000,0.000000,0.000000,0.000000
0.000000,4.272870,1.000000,0.000000,0.000000,0.000000
0.000000,3.452041,1.000000,0.000000,0.000000,0.000000
0.000000,3.204052,1.000000,0.000000,0.000000,0.000000
0.000000,1.550149,1.000000,0.000000,0.000000,0.000000
5.175427,0.000000,1.000000,1.000000,1.000000,1.000000
2.336211,0.000000,1.000000,1.000000,0.000000,0.000000
3.656802,0.000000,1.000000,1.000000,0.000000,0.000000
3.156294,0.000000,1.000000,1.000000,0.000000,0.000000
4.833896,0.000000,1.000000,1.000000,0.000000,0.000000
2.405384,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.402158,1.000000,0.000000,1.000000,1.000000
0.000000,2.189131,1.000000,0.000000,0.000000,0.000000
0.000000,4.371317,1.000000,0.000000,0.000000,0.000000
0.000000,3.372838,1.000000,0.000000,0.000000,0.000000
0.000000,1.784815,1.000000,0.000000,0.000000,0.000000
0.000000,4.133572,1.000000,0.000000,0.000000,0.000000
0.000000,2.808891,1.000000,0.000000,0.000000,0.000000
0.000000,3.061484,1.000000,0.000000,0.000000,0.000000
0.000000,2.675665,1.000000,0.000000,0.000000,0.000000
2.579060,0.000000,1.000000,1.000000,1.000000,1.000000
3.612725,0.000000,1.000000,1.000000,0.000000,0.000000
2.528962,0.000000,1.000000,1.000000,0.000000,0.000000
2.623287,0.000000,1.000000,1.000000,0.000000,0.000000
2.653197,0.000000,1.000000,1.000000,0.000000,0.000000
3.107760,0.000000,1.000000,1.000000,0.000000,0.000000
1.537530,0.000000,1.000000,1.000000,0.000000,0.000000
2.053014,0.000000,1.000000,1.000000,0.000000,0.000000
3.693839,0.000000,1.000000,1.000000,0.000000,0.000000
2.005489,0.000000,1.000000,1.000000,0.000000,0.000000
2.492591,0.000000,1.000000,1.000000,0.000000,0.000000
2.408260,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.296283,1.000000,0.000000,1.000000,1.000000
0.000000,4.407859,1.000000,0.000000,0.000000,0.000000
0.000000,3.331673,1.000000,0.000000,0.000000,0.000000
0.000000,2.459578,1.000000,0.000000,0.000000,0.000000
0.000000,4.330530,1.000000,0.000000,0.000000,0.000000
0.000000,2.899486,1.000000,0.000000,0.000000,0.000000
0.000000,1.850442,1.000000,0.000000,0.000000,0.000000
0.000000,3.198365,1.000000,0.000000,0.000000,0.000000
0.000000,4.457381,1.000000,0.000000,0.000000,0.000000
0.000000,3.856906,1.000000,0.000000,0.000000,0.000000
0.000000,2.940545,1.000000,0.000000,0.000000,0.000000
0.000000,4.788367,1.000000,0.000000,0.000000,0.000000
0.000000,3.797214,1.000000,0.000000,0.000000,0.000000
0.000000,2.648799,1.000000,0.000000,0.000000,0.000000
3.940354,0.000000,1.000000,1.000000,1.000000,1.000000
3.319881,0.000000,1.000000,1.000000,0.000000,0.000000
2.734992,0.000000,1.000000,1.000000,0.000000,0.000000
2.726442,0.000000,1.000000,1.000000,0.000000,0.000000
3.571854,0.000000,1.000000,1.000000,0.000000,0.000000
2.071630,0.000000,1.000000,1.000000,0.000000,0.000000
2.905152,0.000000,1.000000,1.000000,0.000000,0.000000
3.090723,0.000000,1.000000,1.000000,0.000000,0.000000
4.714081,0.000000,1.000000,1.000000,0.000000,0.000000
3.896991,0.000000,1.000000,1.000000,0.000000,0.000000
2.263715,0.000000,1.000000,1.000000,0.000000,0.000000
2.834505,0.000000,1.000000,1.000000,0.000000,0.000000
2.469137,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,4.502939,1.000000,0.000000,1.000000,1.000000
0.000000,2.361530,1.000000,0.000000,0.000000,0.000000
0.000000,3.768473,1.000000,0.000000,0.000000,0.000000
0.000000,3.286762,1.000000,0.000000,0.000000,0.000000
0.000000,3.276839,1.000000,0.000000,0.000000,0.000000
0.000000,5.024989,1.000000,0.000000,0.000000,0.000000
0.000000,3.493916,1.000000,0.000000,0.000000,0.000000
0.000000,2.377519,1.000000,0.000000,0.000000,0.000000
0.000000,0.285292,1.000000,0.000000,0.000000,0.000000
0.000000,3.331168,1.000000,0.000000,0.000000,0.000000
0.000000,3.415039,1.000000,0.000000,0.000000,0.000000
0.000000,2.564708,1.000000,0.000000,0.000000,0.000000
0.000000,3.938044,1.000000,0.000000,0.000000,0.000000
0.000000,2.504832,1.000000,0.000000,0.000000,0.000000
0.000000,3.044411,1.000000,0.000000,0.000000,0.000000
3.228945,0.000000,1.000000,1.000000,1.000000,1.000000
3.122380,0.000000,1.000000,1.000000,0.000000,0.000000
2.220082,0.000000,1.000000,1.000000,0.000000,0.000000
2.289656,0.000000,1.000000,1.000000,0.000000,0.000000
2.825115,0.000000,1.000000,1.000000,0.000000,0.000000
3.530946,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.418316,1.000000,0.000000,1.000000,1.000000
0.000000,3.398659,1.000000,0.000000,0.000000,0.000000
0.000000,2.677966,1.000000,0.000000,0.000000,0.000000
0.000000,2.625486,1.000000,0.000000,0.000000,0.000000
0.000000,3.465006,1.000000,0.000000,0.000000,0.000000
0.000000,1.952656,1.000000,0.000000,0.000000,0.000000
0.000000,4.462234,1.000000,0.000000,0.000000,0.000000
0.000000,3.106999,1.000000,0.000000,0.000000,0.000000
0.000000,2.562382,1.000000,0.000000,0.000000,0.000000
0.000000,3.599642,1.000000,0.000000,0.000000,0.000000
0.000000,4.463797,1.000000,0.000000,0.000000,0.000000
0.000000,3.928204,1.000000,0.000000,0.000000,0.000000
0.000000,1.057464,1.000000,0.000000,0.000000,0.000000
4.553731,0.000000,1.000000,1.000000,1.000000,1.000000
2.965270,0.000000,1.000000,1.000000,0.000000,0.000000
4.824825,0.000000,1.000000,1.000000,0.000000,0.000000
3.481928,0.000000,1.000000,1.000000,0.000000,0.000000
4.360941,0.000000,1.000000,1.000000,0.000000,0.000000
2.238275,0.000000,1.000000,1.000000,0.000000,0.000000
3.024062,0.000000,1.000000,1.000000,0.000000,0.000000
2.369729,0.000000,1.000000,1.000000,0.000000,0.000000
1.915825,0.000000,1.000000,1.000000,0.000000,0.000000
1.952368,0.000000,1.000000,1.000000,0.000000,0.000000
2.544926,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,1.527956,1.000000,0.000000,1.000000,1.000000
0.000000,3.870714,1.000000,0.000000,0.000000,0.000000
0.000000,2.702709,1.000000,0.000000,0.000000,0.000000
0.000000,2.657982,1.000000,0.000000,0.000000,0.000000
0.000000,0.417319,1.000000,0.000000,0.000000,0.000000
0.000000,1.532114,1.000000,0.000000,0.000000,0.000000
0.000000,2.089420,1.000000,0.000000,0.000000,0.000000
0.000000,2.870712,1.000000,0.000000,0.000000,0.000000
0.000000,1.966580,1.000000,0.000000,0.000000,0.000000
3.784317,0.000000,1.000000,1.000000,1.000000,1.000000
4.434331,0.000000,1.000000,1.000000,0.000000,0.000000
2.229267,0.000000,1.000000,1.000000,0.000000,0.000000
1.941366,0.000000,1.000000,1.000000,0.000000,0.000000
2.095144,0.000000,1.000000,1.000000,0.000000,0.000000
3.624360,0.000000,1.000000,1.000000,0.000000,0.000000
3.487651,0.000000,1.000000,1.000000,0.000000,0.000000
3.604083,0.000000,1.000000,1.000000,0.000000,0.000000
1.643211,0.000000,1.000000,1.000000,0.000000,0.000000
3.302176,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.661791,1.000000,0.000000,1.000000,1.000000
0.000000,2.678175,1.000000,0.000000,0.000000,0.000000
0.000000,2.785473,1.000000,0.000000,0.000000,0.000000
0.000000,2.965105,1.000000,0.000000,0.000000,0.000000
0.000000,1.312261,1.000000,0.000000,0.000000,0.000000
0.000000,2.703177,1.000000,0.000000,0.000000,0.000000
0.000000,2.746905,1.000000,0.000000,0.000000,0.000000
2.900690,0.000000,1.000000,1.000000,1.000000,1.000000
3.518413,0.000000,1.000000,1.000000,0.000000,0.000000
4.103687,0.000000,1.000000,1.000000,0.000000,0.000000
2.997719,0.000000,1.000000,1.000000,0.000000,0.000000
3.154722,0.000000,1.000000,1.000000,0.000000,0.000000
2.954598,0.000000,1.000000,1.000000,0.000000,0.000000
3.566918,0.000000,1.000000,1.000000,0.000000,0.000000
0.720300,0.000000,1.000000,1.000000,0.000000,0.000000
3.478280,0.000000,1.000000,1.000000,0.000000,0.000000
2.838553,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.696647,1.000000,0.000000,1.000000,1.000000
0.000000,2.176395,1.000000,0.000000,0.000000,0.000000
0.000000,3.240772,1.000000,0.000000,0.000000,0.000000
0.000000,1.717252,1.000000,0.000000,0.000000,0.000000
0.000000,1.378541,1.000000,0.000000,0.000000,0.000000
0.000000,3.868647,1.000000,0.000000,0.000000,0.000000
0.000000,2.161243,1.000000,0.000000,0.000000,0.000000
2.488738,0.000000,1.000000,1.000000,1.000000,1.000000
2.732068,0.000000,1.000000,1.000000,0.000000,0.000000
1.266794,0.000000,1.000000,1.000000,0.000000,0.000000
1.992501,0.000000,1.000000,1.000000,0.000000,0.000000
2.766621,0.000000,1.000000,1.000000,0.000000,0.000000
4.443377,0.000000,1.000000,1.000000,0.000000,0.000000
2.427392,0.000000,1.000000,1.000000,0.000000,0.000000
3.800231,0.000000,1.000000,1.000000,0.000000,0.000000
2.706506,0.000000,1.000000,1.000000,0.000000,0.000000
2.287859,0.000000,1.000000,1.000000,0.000000,0.000000
2.968810,0.000000,1.000000,1.000000,0.000000,0.000000
3.282557,0.000000,1.000000,1.000000,0.000000,0.000000
1.873965,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.884808,1.000000,0.000000,1.000000,1.000000
0.000000,3.967555,1.000000,0.000000,0.000000,0.000000
0.000000,2.942974,1.000000,0.000000,0.000000,0.000000
0.000000,3.665879,1.000000,0.000000,0.000000,0.000000
0.000000,5.535910,1.000000,0.000000,0.000000,0.000000
0.000000,3.476384,1.000000,0.000000,0.000000,0.000000
0.000000,0.997901,1.000000,0.000000,0.000000,0.000000
0.000000,2.993800,1.000000,0.000000,0.000000,0.000000
0.000000,3.575077,1.000000,0.000000,0.000000,0.000000
3.396438,0.000000,1.000000,1.000000,1.000000,1.000000
2.943724,0.000000,1.000000,1.000000,0.000000,0.000000
4.016273,0.000000,1.000000,1.000000,0.000000,0.000000
4.779584,0.000000,1.000000,1.000000,0.000000,0.000000
3.094173,0.000000,1.000000,1.000000,0.000000,0.000000
2.756945,0.000000,1.000000,1.000000,0.000000,0.000000
3.982769,0.000000,1.000000,1.000000,0.000000,0.000000
2.493218,0.000000,1.000000,1.000000,0.000000,0.000000
2.277797,0.000000,1.000000,1.000000,0.000000,0.000000
2.555944,0.000000,1.000000,1.000000,0.000000,0.000000
2.660783,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.191216,1.000000,0.000000,1.000000,1.000000
0.000000,2.480072,1.000000,0.000000,0.000000,0.000000
0.000000,2.925647,1.000000,0.000000,0.000000,0.000000
0.000000,2.849853,1.000000,0.000000,0.000000,0.000000
0.000000,3.862323,1.000000,0.000000,0.000000,0.000000
0.000000,3.166675,1.000000,0.000000,0.000000,0.000000
0.000000,3.787471,1.000000,0.000000,0.000000,0.000000
2.804099,0.000000,1.000000,1.000000,1.000000,1.000000
2.454204,0.000000,1.000000,1.000000,0.000000,0.000000
3.816430,0.000000,1.000000,1.000000,0.000000,0.000000
2.398762,0.000000,1.000000,1.000000,0.000000,0.000000
4.203431,0.000000,1.000000,1.000000,0.000000,0.000000
2.356758,0.000000,1.000000,1.000000,0.000000,0.000000
2.892662,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.729681,1.000000,0.000000,1.000000,1.000000
0.000000,2.571749,1.000000,0.000000,0.000000,0.000000
0.000000,4.137231,1.000000,0.000000,0.000000,0.000000
0.000000,3.142729,1.000000,0.000000,0.000000,0.000000
0.000000,2.613224,1.000000,0.000000,0.000000,0.000000
0.000000,3.681368,1.000000,0.000000,0.000000,0.000000
0.000000,3.118065,1.000000,0.000000,0.000000,0.000000
0.000000,2.077707,1.000000,0.000000,0.000000,0.000000
0.000000,2.542813,1.000000,0.000000,0.000000,0.000000
0.000000,2.900138,1.000000,0.000000,0.000000,0.000000
0.000000,2.922863,1.000000,0.000000,0.000000,0.000000
3.827305,0.000000,1.000000,1.000000,1.000000,1.000000
3.679461,0.000000,1.000000,1.000000,0.000000,0.000000
1.875432,0.000000,1.000000,1.000000,0.000000,0.000000
2.863142,0.000000,1.000000,1.000000,0.000000,0.000000
3.399780,0.000000,1.000000,1.000000,0.000000,0.000000
3.169902,0.000000,1.000000,1.000000,0.000000,0.000000
3.240863,0.000000,1.000000,1.000000,0.000000,0.000000
3.435845,0.000000,1.000000,1.000000,0.000000,0.000000
3.750826,0.000000,1.000000,1.000000,0.000000,0.000000
3.245045,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,1.882868,1.000000,0.000000,1.000000,1.000000
0.000000,4.608969,1.000000,0.000000,0.000000,0.000000
0.000000,2.683983,1.000000,0.000000,0.000000,0.000000
0.000000,2.656194,1.000000,0.000000,0.000000,0.000000
0.000000,2.386088,1.000000,0.000000,0.000000,0.000000
3.536988,0.000000,1.000000,1.000000,1.000000,1.000000
3.566026,0.000000,1.000000,1.000000,0.000000,0.000000
2.865481,0.000000,1.000000,1.000000,0.000000,0.000000
1.108472,0.000000,1.000000,1.000000,0.000000,0.000000
4.727846,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.971353,1.000000,0.000000,1.000000,1.000000
0.000000,2.409742,1.000000,0.000000,0.000000,0.000000
0.000000,1.997044,1.000000,0.000000,0.000000,0.000000
0.000000,2.925503,1.000000,0.000000,0.000000,0.000000
0.000000,3.013922,1.000000,0.000000,0.000000,0.000000
0.000000,3.501336,1.000000,0.000000,0.000000,0.000000
0.000000,2.228215,1.000000,0.000000,0.000000,0.000000
0.000000,2.292189,1.000000,0.000000,0.000000,0.000000
0.000000,3.142989,1.000000,0.000000,0.000000,0.000000
0.000000,4.172304,1.000000,0.000000,0.000000,0.000000
0.000000,2.683528,1.000000,0.000000,0.000000,0.000000
0.000000,3.518232,1.000000,0.000000,0.000000,0.000000
0.000000,3.029165,1.000000,0.000000,0.000000,0.000000
3.591597,0.000000,1.000000,1.000000,1.000000,1.000000
0.955781,0.000000,1.000000,1.000000,0.000000,0.000000
1.855470,0.000000,1.000000,1.000000,0.000000,0.000000
1.993398,0.000000,1.000000,1.000000,0.000000,0.000000
2.874164,0.000000,1.000000,1.000000,0.000000,0.000000
4.235640,0.000000,1.000000,1.000000,0.000000,0.000000
2.372592,0.000000,1.000000,1.000000,0.000000,0.000000
2.690221,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,0.547003,1.000000,0.000000,1.000000,1.000000
0.000000,2.644666,1.000000,0.000000,0.000000,0.000000
0.000000,3.094424,1.000000,0.000000,0.000000,0.000000
0.000000,3.014286,1.000000,0.000000,0.000000,0.000000
0.000000,0.606190,1.000000,0.000000,0.000000,0.000000
0.000000,2.867395,1.000000,0.000000,0.000000,0.000000
0.000000,3.348978,1.000000,0.000000,0.000000,0.000000
0.000000,3.005501,1.000000,0.000000,0.000000,0.000000
0.000000,2.176839,1.000000,0.000000,0.000000,0.000000
3.979595,0.000000,1.000000,1.000000,1.000000,1.000000
4.520108,0.000000,1.000000,1.000000,0.000000,0.000000
2.427130,0.000000,1.000000,1.000000,0.000000,0.000000
2.270189,0.000000,1.000000,1.000000,0.000000,0.000000
2.332318,0.000000,1.000000,1.000000,0.000000,0.000000
4.194204,0.000000,1.000000,1.000000,0.000000,0.000000
4.029716,0.000000,1.000000,1.000000,0.000000,0.000000
3.431423,0.000000,1.000000,1.000000,0.000000,0.000000
2.253490,0.000000,1.000000,1.000000,0.000000,0.000000
3.588512,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,5.200298,1.000000,0.000000,1.000000,1.000000
0.000000,5.362950,1.000000,0.000000,0.000000,0.000000
0.000000,3.276018,1.000000,0.000000,0.000000,0.000000
0.000000,4.753741,1.000000,0.000000,0.000000,0.000000
0.000000,3.905195,1.000000,0.000000,0.000000,0.000000
0.000000,3.406149,1.000000,0.000000,0.000000,0.000000
0.000000,2.769874,1.000000,0.000000,0.000000,0.000000
0.000000,3.860713,1.000000,0.000000,0.000000,0.000000
0.000000,1.920304,1.000000,0.000000,0.000000,0.000000
3.273406,0.000000,1.000000,1.000000,1.000000,1.000000
3.391023,0.000000,1.000000,1.000000,0.000000,0.000000
2.852327,0.000000,1.000000,1.000000,0.000000,0.000000
2.473483,0.000000,1.000000,1.000000,0.000000,0.000000
2.916709,0.000000,1.000000,1.000000,0.000000,0.000000
2.480524,0.000000,1.000000,1.000000,0.000000,0.000000
2.298921,0.000000,1.000000,1.000000,0.000000,0.000000
1.309882,0.000000,1.000000,1.000000,0.000000,0.000000
4.334881,0.000000,1.000000,1.000000,0.000000,0.000000
1.506268,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.929311,1.000000,0.000000,1.000000,1.000000
0.000000,3.827804,1.000000,0.000000,0.000000,0.000000
0.000000,3.842308,1.000000,0.000000,0.000000,0.000000
0.000000,3.370171,1.000000,0.000000,0.000000,0.000000
0.000000,2.170893,1.000000,0.000000,0.000000,0.000000
0.000000,2.085505,1.000000,0.000000,0.000000,0.000000
0.000000,2.161245,1.000000,0.000000,0.000000,0.000000
1.383900,0.000000,1.000000,1.000000,1.000000,1.000000
2.013039,0.000000,1.000000,1.000000,0.000000,0.000000
4.439098,0.000000,1.000000,1.000000,0.000000,0.000000
2.372774,0.000000,1.000000,1.000000,0.000000,0.000000
4.673105,0.000000,1.000000,1.000000,0.000000,0.000000
3.927197,0.000000,1.000000,1.000000,0.000000,0.000000
2.478103,0.000000,1.000000,1.000000,0.000000,0.000000
3.611513,0.000000,1.000000,1.000000,0.000000,0.000000
2.000204,0.000000,1.000000,1.000000,0.000000,0.000000
3.407763,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.428211,1.000000,0.000000,1.000000,1.000000
0.000000,4.308170,1.000000,0.000000,0.000000,0.000000
0.000000,3.233074,1.000000,0.000000,0.000000,0.000000
0.000000,2.016150,1.000000,0.000000,0.000000,0.000000
0.000000,3.173140,1.000000,0.000000,0.000000,0.000000
0.000000,2.050132,1.000000,0.000000,0.000000,0.000000
0.000000,3.893573,1.000000,0.000000,0.000000,0.000000
0.000000,3.182270,1.000000,0.000000,0.000000,0.000000
2.203837,0.000000,1.000000,1.000000,1.000000,1.000000
4.142921,0.000000,1.000000,1.000000,0.000000,0.000000
3.214496,0.000000,1.000000,1.000000,0.000000,0.000000
3.176254,0.000000,1.000000,1.000000,0.000000,0.000000
3.314794,0.000000,1.000000,1.000000,0.000000,0.000000
3.069076,0.000000,1.000000,1.000000,0.000000,0.000000
2.233820,0.000000,1.000000,1.000000,0.000000,0.000000
2.547977,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.200739,1.000000,0.000000,1.000000,1.000000
0.000000,1.447126,1.000000,0.000000,0.000000,0.000000
0.000000,1.971342,1.000000,0.000000,0.000000,0.000000
0.000000,2.113513,1.000000,0.000000,0.000000,0.000000
0.000000,3.191187,1.000000,0.000000,0.000000,0.000000
0.000000,3.017661,1.000000,0.000000,0.000000,0.000000
0.000000,2.239168,1.000000,0.000000,0.000000,0.000000
0.000000,2.628345,1.000000,0.000000,0.000000,0.000000
0.000000,1.157211,1.000000,0.000000,0.000000,0.000000
3.812441,0.000000,1.000000,1.000000,1.000000,1.000000
3.374248,0.000000,1.000000,1.000000,0.000000,0.000000
4.661904,0.000000,1.000000,1.000000,0.000000,0.000000
2.711246,0.000000,1.000000,1.000000,0.000000,0.000000
1.829693,0.000000,1.000000,1.000000,0.000000,0.000000
3.819801,0.000000,1.000000,1.000000,0.000000,0.000000
1.893423,0.000000,1.000000,1.000000,0.000000,0.000000
1.563342,0.000000,1.000000,1.000000,0.000000,0.000000
3.012023,0.000000,1.000000,1.000000,0.000000,0.000000
4.346895,0.000000,1.000000,1.000000,0.000000,0.000000
0.910682,0.000000,1.000000,1.000000,0.000000,0.000000
3.082527,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.465508,1.000000,0.000000,1.000000,1.000000
0.000000,1.595362,1.000000,0.000000,0.000000,0.000000
0.000000,2.426113,1.000000,0.000000,0.000000,0.000000
0.000000,2.264179,1.000000,0.000000,0.000000,0.000000
0.000000,3.810107,1.000000,0.000000,0.000000,0.000000
0.000000,2.611671,1.000000,0.000000,0.000000,0.000000
0.000000,2.750284,1.000000,0.000000,0.000000,0.000000
0.000000,3.600941,1.000000,0.000000,0.000000,0.000000
2.722557,0.000000,1.000000,1.000000,1.000000,1.000000
1.777180,0.000000,1.000000,1.000000,0.000000,0.000000
2.446203,0.000000,1.000000,1.000000,0.000000,0.000000
4.284564,0.000000,1.000000,1.000000,0.000000,0.000000
2.599742,0.000000,1.000000,1.000000,0.000000,0.000000
4.725101,0.000000,1.000000,1.000000,0.000000,0.000000
2.105819,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,2.472778,1.000000,0.000000,1.000000,1.000000
0.000000,2.201943,1.000000,0.000000,0.000000,0.000000
0.000000,1.809708,1.000000,0.000000,0.000000,0.000000
0.000000,1.637082,1.000000,0.000000,0.000000,0.000000
0.000000,3.599228,1.000000,0.000000,0.000000,0.000000
0.000000,2.780110,1.000000,0.000000,0.000000,0.000000
0.000000,3.901170,1.000000,0.000000,0.000000,0.000000
0.000000,3.853038,1.000000,0.000000,0.000000,0.000000
0.000000,3.455869,1.000000,0.000000,0.000000,0.000000
0.000000,1.775441,1.000000,0.000000,0.000000,0.000000
5.286500,0.000000,1.000000,1.000000,1.000000,1.000000
3.932518,0.000000,1.000000,1.000000,0.000000,0.000000
2.781464,0.000000,1.000000,1.000000,0.000000,0.000000
3.743203,0.000000,1.000000,1.000000,0.000000,0.000000
2.915445,0.000000,1.000000,1.000000,0.000000,0.000000
3.679755,0.000000,1.000000,1.000000,0.000000,0.000000
2.559404,0.000000,1.000000,1.000000,0.000000,0.000000
1.689975,0.000000,1.000000,1.000000,0.000000,0.000000
1.845356,0.000000,1.000000,1.000000,0.000000,0.000000
3.860876,0.000000,1.000000,1.000000,0.000000,0.000000
3.538891,0.000000,1.000000,1.000000,0.000000,0.000000
4.747663,0.000000,1.000000,1.000000,0.000000,0.000000
3.231183,0.000000,1.000000,1.000000,0.000000,0.000000
4.564213,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.898090,1.000000,0.000000,1.000000,1.000000
0.000000,2.577213,1.000000,0.000000,0.000000,0.000000
0.000000,3.584511,1.000000,0.000000,0.000000,0.000000
0.000000,2.213866,1.000000,0.000000,0.000000,0.000000
0.000000,3.710403,1.000000,0.000000,0.000000,0.000000
0.000000,3.921518,1.000000,0.000000,0.000000,0.000000
0.000000,4.460969,1.000000,0.000000,0.000000,0.000000
0.000000,3.370890,1.000000,0.000000,0.000000,0.000000
0.000000,4.301104,1.000000,0.000000,0.000000,0.000000
0.000000,3.755057,1.000000,0.000000,0.000000,0.000000
0.000000,2.373713,1.000000,0.000000,0.000000,0.000000
0.650122,0.000000,1.000000,1.000000,1.000000,1.000000
1.858571,0.000000,1.000000,1.000000,0.000000,0.000000
1.300370,0.000000,1.000000,1.000000,0.000000,0.000000
2.481166,0.000000,1.000000,1.000000,0.000000,0.000000
2.857879,0.000000,1.000000,1.000000,0.000000,0.000000
2.849244,0.000000,1.000000,1.000000,0.000000,0.000000
2.364901,0.000000,1.000000,1.000000,0.000000,0.000000
1.735937,0.000000,1.000000,1.000000,0.000000,0.000000
0.000000,3.931585,1.000000,0.000000,1.000000,1.000000
0.000000,3.335220,1.000000,0.000000,0.000000,0.000000
0.000000,3.234424,1.000000,0.000000,0.000000,0.000000
0.000000,2.041720,1.000000,0.000000,0.000000,0.000000
0.000000,2.885263,1.000000,0.000000,0.000000,0.000000
0.000000,2.705724,1.000000,0.000000,0.000000,0.000000
0.000000,4.361558,1.000000,0.000000,0.000000,0.000000
0.000000,3.414741,1.000000,0.000000,0.000000,0.000000
0.000000,2.670263,1.000000,0.000000,0.000000,0.000000
0.000000,4.695512,1.000000,0.000000,0.000000,0.000000
0.000000,3.476875,1.000000,0.000000,0.000000,0.000000
0.000000,2.862345,1.000000,0.000000,0.000000,0.000000
0.000000,2.948613,1.000000,0.000000,0.000000,0.000000
0.000000,1.902777,1.000000,0.000000,0.000000,0.000000
0.000000,3.500727,1.000000,0.000000,0.000000,0.000000
0.000000,4.022880,1.000000,0.000000,0.000000,0.000000
1.696307,0.000000,1.000000,1.000000,1.000000,1.000000
4.249461,0.000000,1.000000,1.000000,0.000000,0.000000
2.474882,0.000000,1.000000,1.000000,0.000000,0.000000
3.593779,0.000000,1.000000,1.000000,0.000000,0.000000
3.962842,0.000000,1.000000,1.000000,0.000000,0.000000
3.804343,0.000000,1.000000,1.000000,0.000000,0.000000
2.687660,0.000000,1.000000,1.000000,0.000000,0.000000
2.594993,0.000000,1.000000,1.000000,0.000000,0.000000
