                  mean          std         2.5q          25q          50q          75q        97.5q       mc err
v_subj.21     0.763835    0.0830431     0.602283     0.707494     0.763604     0.821877      0.92443   0.00208817
v_subj.22     0.806346    0.0717427     0.668315     0.757304     0.805518     0.855032     0.947085   0.00186429
v_subj.23      1.24285    0.0703643      1.10769      1.19563      1.24045      1.29061      1.38289   0.00254929
t              0.21739    0.0632896     0.121216     0.172466     0.207117     0.250976     0.363596   0.00397591
t_std         0.291963     0.104003     0.145871      0.21782     0.272091     0.347245     0.545616   0.00666688
t_subj.0      0.147202   0.00111866     0.144982     0.146457     0.147221     0.147936     0.149338   4.2722e-05
t_subj.1      0.207975  0.000634367     0.206677     0.207558     0.208012     0.208406     0.209145  2.10612e-05
t_subj.2      0.107555   0.00139995     0.104786     0.106616     0.107612     0.108504     0.110296  4.98195e-05
t_subj.3   3.48087e-06    5.007e-06  5.34489e-09  3.65098e-07  1.66279e-06   4.6332e-06  1.66486e-05  2.07438e-07
t_subj.4      0.214057  0.000510608     0.213052     0.213711     0.214079     0.214436      0.21499  1.71609e-05
t_subj.5      0.179094  0.000793813     0.177434     0.178578     0.179107      0.17965     0.180554  2.33243e-05
t_subj.6      0.222583  0.000466931     0.221639      0.22227     0.222599      0.22292     0.223464  1.47559e-05
t_subj.7      0.238996  0.000437879     0.238107       0.2387     0.239001     0.239295     0.239811  1.55685e-05
t_subj.8      0.146458  0.000484127     0.145458     0.146148     0.146484     0.146813      0.14732  1.19618e-05
t_subj.9      0.176351  0.000856439     0.174651     0.175775     0.176362     0.176929     0.178006  3.52789e-05
t_subj.10     0.123873   0.00127243     0.121327     0.123012     0.123895     0.124771     0.126276  4.55944e-05
t_subj.11     0.225661  0.000557397     0.224526     0.225273     0.225676     0.226051      0.22671  2.19969e-05
t_subj.12     0.239017  0.000432658     0.238142     0.238729     0.239034     0.239314     0.239842  1.65094e-05
t_subj.13     0.074548    0.0016028    0.0711669     0.073502    0.0746525    0.0756533    0.0774114  6.33805e-05
t_subj.14     0.233869  0.000392806     0.233081     0.233609      0.23388     0.234141     0.234592  1.14543e-05
t_subj.15      0.20092  0.000729797     0.199465     0.200442      0.20093     0.201406     0.202324  3.03553e-05
t_subj.16     0.136788   0.00116616     0.134467     0.135992     0.136863     0.137598     0.139003  4.39847e-05
t_subj.17  3.30283e-06  4.16402e-06  1.05109e-08  4.57697e-07  1.87277e-06  4.58667e-06  1.49255e-05  1.52382e-07
t_subj.18    0.0829888   0.00173396    0.0795482    0.0818418     0.083016    0.0841559    0.0862039  6.00693e-05
t_subj.19     0.199516  0.000766103     0.197924     0.199001     0.199541     0.200053     0.200955  3.12785e-05
t_subj.20     0.101208   0.00146888    0.0981791     0.100253     0.101223     0.102218     0.103929  5.85074e-05
t_subj.21     0.200543  0.000711791     0.199139     0.200046     0.200542     0.201063     0.201882  2.53048e-05
t_subj.22     0.172094  0.000985115     0.170152     0.171421     0.172124     0.172794     0.173936  3.57935e-05
t_subj.23     0.115302  0.000565473     0.114157     0.114937     0.115321     0.115703     0.116352  1.31698e-05
z             0.531637   0.00758574     0.516981     0.526442     0.531721     0.536688     0.546501  0.000168175
z_std         0.140399    0.0167471     0.110698     0.128301     0.139558     0.151032     0.177547  0.000372844
z_subj.0      0.538677   0.00718398     0.525094     0.533727     0.538456     0.543541     0.553117  0.000218209
z_subj.1      0.532367   0.00764883     0.517478     0.527149     0.532326     0.537671     0.547147  0.000247324
z_subj.2      0.529894   0.00730026     0.515675     0.524894     0.529943     0.534868     0.544111  0.000219888
z_subj.3      0.470977   0.00797024     0.455277     0.465703     0.470898     0.476324     0.486519  0.000233425
z_subj.4      0.548728   0.00806165     0.532853     0.543347     0.548658     0.554222     0.564614  0.000270121
z_subj.5      0.523153   0.00751138     0.508095     0.518215     0.523106     0.528067     0.538029  0.000227044
z_subj.6      0.527532   0.00796688     0.511722     0.522252     0.527586     0.532948     0.542589  0.000257062
z_subj.7      0.583751   0.00667254     0.571108     0.579187     0.583764     0.588396     0.596834  0.000190273
z_subj.8      0.461366    0.0087319     0.444483     0.455667     0.461283     0.467163     0.479281  0.000264099
z_subj.9      0.552653   0.00691875     0.539329      0.54789     0.552533     0.557402     0.566006  0.000215592
z_subj.10     0.537757   0.00691426     0.523632     0.533293     0.537752     0.542403     0.551316  0.000220909
z_subj.11     0.547292   0.00719622     0.533158       0.5425     0.547256     0.551946     0.561679  0.000201359
z_subj.12     0.569122   0.00680932     0.556098     0.564437     0.569054     0.573694     0.582199  0.000187616
z_subj.13     0.551049   0.00685203     0.537593     0.546516      0.55126     0.555564     0.564418  0.000190828
z_subj.14     0.556527   0.00714457      0.54286      0.55151     0.556652     0.561378      0.57067  0.000191312
z_subj.15     0.565264   0.00728628     0.550894     0.560346     0.565373     0.570217      0.57936  0.000234075
z_subj.16     0.543161   0.00698331      0.52931      0.53848     0.543109     0.547877     0.557058  0.000193596
z_subj.17     0.441827   0.00795146     0.426698     0.436628     0.441809     0.447272     0.457815  0.000230605
z_subj.18     0.546532   0.00716675     0.532066     0.541998     0.546745     0.551315     0.560128  0.000221209
z_subj.19     0.545126   0.00697854     0.531583     0.540373     0.545164     0.550127      0.55864  0.000220036
z_subj.20     0.567977   0.00714057      0.55374     0.563166     0.568049     0.572702     0.581896  0.000190617
z_subj.21     0.545454   0.00705825      0.53177     0.540778     0.545604     0.550189     0.559639  0.000173734
z_subj.22      0.52067   0.00712024      0.50661     0.515639     0.520912     0.525712     0.534723  0.000197618
z_subj.23     0.442619   0.00907461     0.424148     0.436679     0.442576     0.448804     0.461193  0.000309764
DIC: -58109.348804
deviance: -58200.596319
pD: 91.247514
